floatID,data_center,file_path,date_time_min,date_time_max,latitude_min,latitude_max,longitude_min,longitude_max,depth_min,depth_max
1901510,AO,data/indian/2020/09/nodc_R1901510_336.nc,2020-09-01T18:06:49Z,2020-09-01T18:06:49Z,-32.7640,-32.7640,28.8330,28.8330,4.40,1533.00
1901517,AO,data/indian/2020/09/nodc_R1901517_336.nc,2020-09-02T02:16:53Z,2020-09-02T02:16:53Z,9.7890,9.7890,52.6250,52.6250,4.50,1937.40
1901811,AO,data/indian/2020/09/nodc_R1901811_169.nc,2020-09-01T12:52:42Z,2020-09-01T12:52:42Z,-57.1220,-57.1220,100.1837,100.1837,0.72,1001.72
1901841,AO,data/indian/2020/09/nodc_R1901841_142.nc,2020-09-01T06:40:00Z,2020-09-01T06:40:00Z,-11.3646,-11.3646,66.0224,66.0224,0.76,2007.84
1901842,AO,data/indian/2020/09/nodc_R1901842_142.nc,2020-09-01T08:07:30Z,2020-09-01T08:07:30Z,-5.9305,-5.9305,63.4675,63.4675,0.76,1995.68
1902026,AO,data/indian/2020/09/nodc_R1902026_141.nc,2020-09-01T21:18:45Z,2020-09-01T21:18:45Z,-16.2985,-16.2985,56.0750,56.0750,0.60,1993.16
1902029,AO,data/indian/2020/09/nodc_R1902029_141.nc,2020-09-01T10:21:38Z,2020-09-01T10:21:38Z,-28.1407,-28.1407,39.7511,39.7511,0.84,2005.56
1902040,AO,data/indian/2020/09/nodc_R1902040_070.nc,2020-09-01T16:46:40Z,2020-09-01T16:46:40Z,-34.5029,-34.5029,68.0849,68.0849,0.36,2003.64
1902041,AO,data/indian/2020/09/nodc_R1902041_061.nc,2020-09-01T17:07:28Z,2020-09-01T17:07:28Z,-32.3626,-32.3626,64.7345,64.7345,0.48,2001.96
1902043,AO,data/indian/2020/09/nodc_R1902043_061.nc,2020-09-02T03:32:14Z,2020-09-02T03:32:14Z,-33.1670,-33.1670,61.0109,61.0109,0.40,2003.40
1902045,AO,data/indian/2020/09/nodc_R1902045_061.nc,2020-09-01T20:55:48Z,2020-09-01T20:55:48Z,-46.4788,-46.4788,90.7169,90.7169,0.48,2008.48
1902046,AO,data/indian/2020/09/nodc_R1902046_061.nc,2020-09-02T06:01:35Z,2020-09-02T06:01:35Z,-29.3072,-29.3072,52.9464,52.9464,0.64,2007.96
1902051,AO,data/indian/2020/09/nodc_R1902051_005.nc,2020-09-01T01:14:08Z,2020-09-01T01:14:08Z,-16.2200,-16.2200,96.6921,96.6921,0.72,2005.24
1902052,AO,data/indian/2020/09/nodc_R1902052_005.nc,2020-09-01T23:18:53Z,2020-09-01T23:18:53Z,-13.9127,-13.9127,93.2545,93.2545,0.52,2009.44
1902192,AO,data/indian/2020/09/nodc_R1902192_087.nc,2020-09-01T20:07:17Z,2020-09-01T20:07:17Z,-22.5080,-22.5080,41.1750,41.1750,4.00,1975.60
1902201,AO,data/indian/2020/09/nodc_R1902201_080.nc,2020-09-01T17:08:47Z,2020-09-01T17:08:47Z,-14.2050,-14.2050,67.5100,67.5100,4.30,2004.40
1902202,AO,data/indian/2020/09/nodc_R1902202_067.nc,2020-09-01T19:18:48Z,2020-09-01T19:18:48Z,-6.7940,-6.7940,48.5550,48.5550,4.20,2003.10
1902213,AO,data/indian/2020/09/nodc_R1902213_170.nc,2020-09-01T03:11:29Z,2020-09-01T03:11:29Z,-46.6314,-46.6314,49.1717,49.1717,0.76,1787.64
1902226,AO,data/indian/2020/09/nodc_R1902226_053.nc,2020-09-01T04:28:06Z,2020-09-01T04:28:06Z,-45.8623,-45.8623,34.3471,34.3471,0.64,1792.28
1902259,AO,data/indian/2020/09/nodc_R1902259_002.nc,2020-09-01T11:28:59Z,2020-09-01T11:28:59Z,-41.4316,-41.4316,82.4254,82.4254,0.44,1449.64
2902398,AO,data/indian/2020/09/nodc_R2902398_178.nc,2020-09-02T04:56:14Z,2020-09-02T04:56:14Z,2.9623,2.9623,84.9383,84.9383,0.92,2036.00
2903130,AO,data/indian/2020/09/nodc_R2903130_087.nc,2020-09-01T22:51:22Z,2020-09-01T22:51:22Z,2.1439,2.1439,90.7114,90.7114,1.08,2004.00
3901831,AO,data/indian/2020/09/nodc_R3901831_101.nc,2020-09-01T01:03:16Z,2020-09-01T01:03:16Z,-46.5887,-46.5887,25.5325,25.5325,0.48,2009.16
4903028,AO,data/indian/2020/09/nodc_R4903028_067.nc,2020-09-01T19:18:04Z,2020-09-01T19:18:04Z,-10.1440,-10.1440,45.1760,45.1760,4.30,2004.30
5902343,AO,data/indian/2020/09/nodc_R5902343_227.nc,2020-09-01T04:42:22Z,2020-09-01T04:42:22Z,-39.8028,-39.8028,119.4333,119.4333,0.72,1226.08
5902343,AO,data/indian/2020/09/nodc_R5902343_228.nc,2020-09-02T08:22:46Z,2020-09-02T08:22:46Z,-39.7587,-39.7587,119.4909,119.4909,0.88,1983.36
5902367,AO,data/indian/2020/09/nodc_R5902367_223.nc,2020-09-02T06:03:54Z,2020-09-02T06:03:54Z,-24.3437,-24.3437,100.4447,100.4447,0.72,1104.24
5902368,AO,data/indian/2020/09/nodc_R5902368_223.nc,2020-09-02T06:53:16Z,2020-09-02T06:53:16Z,-38.8958,-38.8958,112.8903,112.8903,0.84,1197.40
5902379,AO,data/indian/2020/09/nodc_R5902379_224.nc,2020-09-01T03:37:58Z,2020-09-01T03:37:58Z,-33.0744,-33.0744,100.2316,100.2316,0.64,1978.04
5902380,AO,data/indian/2020/09/nodc_R5902380_227.nc,2020-09-01T17:58:24Z,2020-09-01T17:58:24Z,-25.2194,-25.2194,97.1721,97.1721,0.80,1962.04
5902488,AO,data/indian/2020/09/nodc_R5902488_143.nc,2020-09-01T06:51:59Z,2020-09-01T06:51:59Z,-15.7953,-15.7953,106.5905,106.5905,0.44,2001.24
5902498,AO,data/indian/2020/09/nodc_R5902498_140.nc,2020-09-01T08:08:50Z,2020-09-01T08:08:50Z,-41.7530,-41.7530,118.4450,118.4450,0.84,2007.36
5904410,AO,data/indian/2020/09/nodc_R5904410_209.nc,2020-09-01T02:02:09Z,2020-09-01T02:02:09Z,-28.0780,-28.0780,44.3550,44.3550,0.40,1897.90
5904418,AO,data/indian/2020/09/nodc_R5904418_208.nc,2020-09-01T09:28:51Z,2020-09-01T09:28:51Z,-36.6860,-36.6860,135.7330,135.7330,0.00,1949.60
5904431,AO,data/indian/2020/09/nodc_R5904431_209.nc,2020-09-02T01:41:00Z,2020-09-02T01:41:00Z,-27.0990,-27.0990,33.7810,33.7810,-0.10,1150.10
5904452,AO,data/indian/2020/09/nodc_R5904452_212.nc,2020-09-01T03:52:59Z,2020-09-01T03:52:59Z,-31.1000,-31.1000,105.8470,105.8470,-0.40,1849.90
5904722,AO,data/indian/2020/09/nodc_R5904722_162.nc,2020-09-01T16:47:16Z,2020-09-01T16:47:16Z,-6.9500,-6.9500,77.2530,77.2530,4.10,2007.40
5904788,AO,data/indian/2020/09/nodc_R5904788_139.nc,2020-09-02T03:22:07Z,2020-09-02T03:22:07Z,-32.6600,-32.6600,30.1020,30.1020,4.10,1997.30
5904800,AO,data/indian/2020/09/nodc_R5904800_143.nc,2020-09-01T16:57:37Z,2020-09-01T16:57:37Z,-37.0250,-37.0250,121.0820,121.0820,4.10,1997.70
5904815,AO,data/indian/2020/09/nodc_R5904815_141.nc,2020-09-02T06:33:06Z,2020-09-02T06:33:06Z,-29.5890,-29.5890,105.4600,105.4600,4.00,1997.90
5904816,AO,data/indian/2020/09/nodc_R5904816_142.nc,2020-09-01T00:35:33Z,2020-09-01T00:35:33Z,-32.7020,-32.7020,99.5590,99.5590,4.10,1898.20
5904825,AO,data/indian/2020/09/nodc_R5904825_139.nc,2020-09-01T12:54:04Z,2020-09-01T12:54:04Z,-41.1590,-41.1590,20.4670,20.4670,4.30,1997.50
5904835,AO,data/indian/2020/09/nodc_R5904835_140.nc,2020-09-01T03:16:59Z,2020-09-01T03:16:59Z,-9.2720,-9.2720,63.6860,63.6860,4.00,1998.00
5904837,AO,data/indian/2020/09/nodc_R5904837_139.nc,2020-09-01T20:55:20Z,2020-09-01T20:55:20Z,-37.7420,-37.7420,35.4050,35.4050,4.00,1998.50
5905071,AO,data/indian/2020/09/nodc_R5905071_100.nc,2020-09-01T16:59:16Z,2020-09-01T16:59:16Z,-39.9810,-39.9810,83.6390,83.6390,4.10,1949.30
5905083,AO,data/indian/2020/09/nodc_R5905083_129.nc,2020-09-01T17:52:43Z,2020-09-01T17:52:43Z,10.3970,10.3970,67.3100,67.3100,4.20,1997.40
5905084,AO,data/indian/2020/09/nodc_R5905084_129.nc,2020-09-02T03:51:40Z,2020-09-02T03:51:40Z,10.6760,10.6760,60.0530,60.0530,998.10,1947.80
5905085,AO,data/indian/2020/09/nodc_R5905085_129.nc,2020-09-02T02:33:59Z,2020-09-02T02:33:59Z,10.6750,10.6750,64.2910,64.2910,4.10,1998.20
5905135,AO,data/indian/2020/09/nodc_R5905135_108.nc,2020-09-01T10:34:31Z,2020-09-01T10:34:31Z,-51.5560,-51.5560,33.8150,33.8150,2.40,1999.14
5906030,AO,data/indian/2020/09/nodc_R5906030_056.nc,2020-09-01T02:58:50Z,2020-09-01T02:58:50Z,-56.2770,-56.2770,62.2240,62.2240,4.20,1899.37
5906031,AO,data/indian/2020/09/nodc_R5906031_050.nc,2020-09-01T01:20:13Z,2020-09-01T01:20:13Z,-51.2260,-51.2260,40.4870,40.4870,2.40,1898.38
5906032,AO,data/indian/2020/09/nodc_R5906032_049.nc,2020-09-02T00:27:59Z,2020-09-02T00:27:59Z,-43.7510,-43.7510,49.3430,49.3430,2.30,1998.84
5906035,AO,data/indian/2020/09/nodc_R5906035_049.nc,2020-09-01T04:55:19Z,2020-09-01T04:55:19Z,-37.7870,-37.7870,29.8460,29.8460,4.20,2000.00
5906253,AO,data/indian/2020/09/nodc_R5906253_003.nc,2020-09-02T04:58:13Z,2020-09-02T04:58:13Z,-28.7210,-28.7210,111.4850,111.4850,4.30,1998.84
5906279,AO,data/indian/2020/09/nodc_R5906279_002.nc,2020-09-01T19:24:21Z,2020-09-01T19:24:21Z,-18.1470,-18.1470,87.1380,87.1380,4.30,1600.40
7900115,AO,data/indian/2020/09/nodc_R7900115_217.nc,2020-09-01T21:34:30Z,2020-09-01T21:34:30Z,-49.6442,-49.6442,112.0525,112.0525,0.64,1112.04
1901302,BO,data/indian/2020/09/nodc_R1901302_273.nc,2020-09-01T11:45:17Z,2020-09-01T11:45:17Z,-38.2200,-38.2200,116.9312,116.9312,4.50,1900.20
3901538,BO,data/indian/2020/09/nodc_R3901538_105.nc,2020-09-02T04:32:33Z,2020-09-02T04:32:33Z,-39.0694,-39.0694,38.6393,38.6393,4.20,1899.50
3901883,BO,data/indian/2020/09/nodc_R3901883_132.nc,2020-09-01T11:56:30Z,2020-09-01T11:56:30Z,-50.2388,-50.2388,44.0848,44.0848,0.80,2026.20
3901885,BO,data/indian/2020/09/nodc_R3901885_136.nc,2020-09-01T11:57:00Z,2020-09-01T11:57:00Z,-47.9526,-47.9526,35.8742,35.8742,0.90,2010.20
3901935,IF,data/indian/2020/09/nodc_R3901935_134.nc,2020-09-01T05:01:00Z,2020-09-01T05:01:00Z,-42.7590,-42.7590,21.8310,21.8310,0.00,2011.00
6901982,IF,data/indian/2020/09/nodc_R6901982_210.nc,2020-09-01T17:37:51Z,2020-09-01T17:37:51Z,-41.7390,-41.7390,64.0990,64.0990,4.10,950.30
6902833,IF,data/indian/2020/09/nodc_R6902833_072.nc,2020-09-01T15:38:00Z,2020-09-01T15:38:00Z,-57.4080,-57.4080,88.2200,88.2200,0.00,2004.00
6902939,IF,data/indian/2020/09/nodc_R6902939_060.nc,2020-09-01T11:47:30Z,2020-09-01T11:47:30Z,-50.3734,-50.3734,99.4657,99.4657,0.30,2001.40
6902941,IF,data/indian/2020/09/nodc_R6902941_059.nc,2020-09-01T11:51:30Z,2020-09-01T11:51:30Z,-49.0686,-49.0686,111.1318,111.1318,0.10,2021.30
6902943,IF,data/indian/2020/09/nodc_R6902943_233.nc,2020-09-01T14:47:30Z,2020-09-01T14:47:30Z,12.7059,12.7059,63.5712,63.5712,0.20,1477.40
6902947,IF,data/indian/2020/09/nodc_R6902947_245.nc,2020-09-01T14:45:30Z,2020-09-01T14:45:30Z,13.9534,13.9534,55.0020,55.0020,0.40,2012.80
6902948,IF,data/indian/2020/09/nodc_R6902948_237.nc,2020-09-01T16:04:30Z,2020-09-01T16:04:30Z,16.7226,16.7226,53.5626,53.5626,0.30,639.20
6903220,IF,data/indian/2020/09/nodc_R6903220_132.nc,2020-09-02T04:42:07Z,2020-09-02T04:42:07Z,-47.5227,-47.5227,85.0266,85.0266,2.20,1991.10
7900510,IF,data/indian/2020/09/nodc_R7900510_063.nc,2020-09-02T05:56:00Z,2020-09-02T05:56:00Z,-56.8797,-56.8797,31.6427,31.6427,0.70,2005.00
7900511,IF,data/indian/2020/09/nodc_R7900511_063.nc,2020-09-02T05:49:00Z,2020-09-02T05:49:00Z,-53.9711,-53.9711,37.6140,37.6140,0.40,2001.80
7900512,IF,data/indian/2020/09/nodc_R7900512_063.nc,2020-09-02T05:43:00Z,2020-09-02T05:43:00Z,-43.7281,-43.7281,47.4736,47.4736,0.80,2013.60
7900513,IF,data/indian/2020/09/nodc_R7900513_063.nc,2020-09-01T05:38:00Z,2020-09-01T05:38:00Z,-47.1014,-47.1014,50.9711,50.9711,0.40,2005.60
7900514,IF,data/indian/2020/09/nodc_R7900514_063.nc,2020-09-01T05:37:00Z,2020-09-01T05:37:00Z,-41.3436,-41.3436,33.6853,33.6853,1.00,2003.70
7900515,IF,data/indian/2020/09/nodc_R7900515_063.nc,2020-09-02T05:47:00Z,2020-09-02T05:47:00Z,-48.3743,-48.3743,48.9438,48.9438,0.90,1963.00
7900517,IF,data/indian/2020/09/nodc_R7900517_062.nc,2020-09-02T05:39:00Z,2020-09-02T05:39:00Z,-58.3593,-58.3593,28.3345,28.3345,0.40,2013.70
2902680,HZ,data/indian/2020/09/nodc_R2902680_152.nc,2020-09-02T10:49:58Z,2020-09-02T10:49:58Z,11.3210,11.3210,90.7350,90.7350,7.00,2000.60
2902771,HZ,data/indian/2020/09/nodc_R2902771_035.nc,2020-09-02T05:18:25Z,2020-09-02T05:18:25Z,8.3570,8.3570,86.1400,86.1400,0.20,2031.90
2902775,HZ,data/indian/2020/09/nodc_R2902775_024.nc,2020-09-01T05:33:54Z,2020-09-01T05:33:54Z,4.3900,4.3900,77.4210,77.4210,0.30,1978.70
1901747,CS,data/indian/2020/09/nodc_R1901747_025.nc,2020-09-01T13:53:12Z,2020-09-01T13:53:12Z,-34.9052,-34.9052,59.4712,59.4712,4.44,1987.82
2901855,CS,data/indian/2020/09/nodc_R2901855_259.nc,2020-09-01T08:16:34Z,2020-09-01T08:16:34Z,5.6580,5.6580,57.6010,57.6010,4.30,1984.40
2901856,CS,data/indian/2020/09/nodc_R2901856_259.nc,2020-09-01T10:42:52Z,2020-09-01T10:42:52Z,13.3570,13.3570,69.6980,69.6980,4.20,1982.00
5904243,CS,data/indian/2020/09/nodc_R5904243_267.nc,2020-09-01T13:29:54Z,2020-09-01T13:29:54Z,-21.9850,-21.9850,74.7930,74.7930,4.40,1918.10
5904894,CS,data/indian/2020/09/nodc_R5904894_219.nc,2020-09-01T17:41:56Z,2020-09-01T17:41:56Z,-30.6140,-30.6140,90.3610,90.3610,2.50,1991.50
5904899,CS,data/indian/2020/09/nodc_R5904899_216.nc,2020-09-01T16:59:54Z,2020-09-01T16:59:54Z,-40.2370,-40.2370,103.9920,103.9920,2.80,1981.40
5905020,CS,data/indian/2020/09/nodc_R5905020_174.nc,2020-09-01T18:43:33Z,2020-09-01T18:43:33Z,-9.6360,-9.6360,92.2300,92.2300,4.30,1989.30
5905179,CS,data/indian/2020/09/nodc_R5905179_140.nc,2020-09-01T16:51:04Z,2020-09-01T16:51:04Z,-20.1256,-20.1256,103.7643,103.7643,4.20,1999.60
5905180,CS,data/indian/2020/09/nodc_R5905180_140.nc,2020-09-01T13:38:26Z,2020-09-01T13:38:26Z,-19.0767,-19.0767,101.9091,101.9091,2.70,2001.10
5905195,CS,data/indian/2020/09/nodc_R5905195_125.nc,2020-09-01T15:24:39Z,2020-09-01T15:24:39Z,-34.0504,-34.0504,129.1701,129.1701,4.30,2029.80
5905213,CS,data/indian/2020/09/nodc_R5905213_103.nc,2020-09-01T19:38:45Z,2020-09-01T19:38:45Z,-15.9180,-15.9180,116.7551,116.7551,4.30,1992.30
5905414,CS,data/indian/2020/09/nodc_R5905414_070.nc,2020-09-01T00:58:10Z,2020-09-01T00:58:10Z,-21.0266,-21.0266,108.2428,108.2428,2.80,1987.60
5905419,CS,data/indian/2020/09/nodc_R5905419_069.nc,2020-09-01T03:11:21Z,2020-09-01T03:11:21Z,-13.5594,-13.5594,118.3193,118.3193,2.36,1987.42
5905421,CS,data/indian/2020/09/nodc_R5905421_069.nc,2020-09-01T09:08:09Z,2020-09-01T09:08:09Z,-14.6751,-14.6751,113.8195,113.8195,2.78,1985.06
5905424,CS,data/indian/2020/09/nodc_R5905424_067.nc,2020-09-01T02:02:50Z,2020-09-01T02:02:50Z,-24.6915,-24.6915,92.6732,92.6732,4.40,1997.40
5905448,CS,data/indian/2020/09/nodc_R5905448_024.nc,2020-09-01T12:56:33Z,2020-09-01T12:56:33Z,-48.1558,-48.1558,109.5415,109.5415,2.90,1979.60
5905449,CS,data/indian/2020/09/nodc_R5905449_024.nc,2020-09-02T00:49:13Z,2020-09-02T00:49:13Z,-47.7750,-47.7750,116.7566,116.7566,4.30,2000.10
5905451,CS,data/indian/2020/09/nodc_R5905451_023.nc,2020-09-02T05:00:57Z,2020-09-02T05:00:57Z,-51.2451,-51.2451,88.4097,88.4097,4.30,2007.70
5905467,CS,data/indian/2020/09/nodc_R5905467_019.nc,2020-09-01T17:19:14Z,2020-09-01T17:19:14Z,-30.8074,-30.8074,113.7656,113.7656,4.30,1969.40
5905472,CS,data/indian/2020/09/nodc_R5905472_004.nc,2020-09-02T02:42:25Z,2020-09-02T02:42:25Z,-39.3400,-39.3400,127.4952,127.4952,4.20,2026.00
5905476,CS,data/indian/2020/09/nodc_R5905476_003.nc,2020-09-02T01:25:40Z,2020-09-02T01:25:40Z,-31.3235,-31.3235,113.5671,113.5671,4.00,1993.10
7900641,CS,data/indian/2020/09/nodc_R7900641_051.nc,2020-09-01T04:23:43Z,2020-09-01T04:23:43Z,-55.4088,-55.4088,50.9401,50.9401,4.27,1989.67
2902174,IN,data/indian/2020/09/nodc_R2902174_382.nc,2020-09-01T22:37:37Z,2020-09-01T22:37:37Z,14.2290,14.2290,72.7890,72.7890,4.00,1645.90
2902216,IN,data/indian/2020/09/nodc_R2902216_139.nc,2020-09-01T01:16:01Z,2020-09-01T01:16:01Z,3.3090,3.3090,89.0380,89.0380,4.40,1948.19
2902236,IN,data/indian/2020/09/nodc_R2902236_234.nc,2020-09-01T01:07:45Z,2020-09-01T01:07:45Z,17.4500,17.4500,85.5167,85.5167,0.40,1961.90
2902239,IN,data/indian/2020/09/nodc_R2902239_205.nc,2020-09-01T17:19:00Z,2020-09-01T17:19:00Z,1.9664,1.9664,87.1848,87.1848,0.30,1984.00
2902264,IN,data/indian/2020/09/nodc_R2902264_172.nc,2020-09-01T17:22:00Z,2020-09-01T17:22:00Z,10.8348,10.8348,88.5581,88.5581,0.30,1982.00
5905878,JA,data/indian/2020/09/nodc_R5905878_028.nc,2020-09-01T20:28:19Z,2020-09-01T20:28:19Z,-57.5770,-57.5770,119.3080,119.3080,4.40,2012.00
7900865,JA,data/indian/2020/09/nodc_R7900865_063.nc,2020-09-01T21:43:31Z,2020-09-01T21:43:31Z,-60.7160,-60.7160,91.9660,91.9660,4.30,1974.40
1901510,AO,data/indian/2020/09/nodc_R1901510_336.nc,2020-09-01T18:06:49Z,2020-09-01T18:06:49Z,-32.7640,-32.7640,28.8330,28.8330,4.40,1533.00
1901517,AO,data/indian/2020/09/nodc_R1901517_336.nc,2020-09-02T02:16:53Z,2020-09-02T02:16:53Z,9.7890,9.7890,52.6250,52.6250,4.50,1937.40
1901793,AO,data/indian/2020/09/nodc_R1901793_224.nc,2020-09-02T19:56:13Z,2020-09-02T19:56:13Z,-24.2386,-24.2386,36.9249,36.9249,0.84,1195.20
1901809,AO,data/indian/2020/09/nodc_R1901809_216.nc,2020-09-03T14:44:17Z,2020-09-03T14:44:17Z,-46.8439,-46.8439,123.6068,123.6068,0.92,1011.56
1901812,AO,data/indian/2020/09/nodc_R1901812_172.nc,2020-09-03T13:18:47Z,2020-09-03T13:18:47Z,-47.6755,-47.6755,139.1922,139.1922,0.92,1839.96
1901843,AO,data/indian/2020/09/nodc_R1901843_142.nc,2020-09-03T06:32:15Z,2020-09-03T06:32:15Z,-14.8940,-14.8940,71.4145,71.4145,0.68,2006.12
1902024,AO,data/indian/2020/09/nodc_R1902024_142.nc,2020-09-02T11:57:55Z,2020-09-02T11:57:55Z,-8.9145,-8.9145,48.4846,48.4846,0.44,2001.32
1902027,AO,data/indian/2020/09/nodc_R1902027_141.nc,2020-09-02T07:49:54Z,2020-09-02T07:49:54Z,-45.9392,-45.9392,21.2819,21.2819,0.80,2005.20
1902047,AO,data/indian/2020/09/nodc_R1902047_061.nc,2020-09-02T07:05:16Z,2020-09-02T07:05:16Z,-34.3594,-34.3594,38.6976,38.6976,0.52,2003.08
1902048,AO,data/indian/2020/09/nodc_R1902048_061.nc,2020-09-03T14:03:53Z,2020-09-03T14:03:53Z,-30.7609,-30.7609,47.2178,47.2178,0.48,2003.00
1902053,AO,data/indian/2020/09/nodc_R1902053_005.nc,2020-09-02T10:56:43Z,2020-09-02T10:56:43Z,-12.8907,-12.8907,91.7403,91.7403,0.68,2003.32
1902054,AO,data/indian/2020/09/nodc_R1902054_005.nc,2020-09-03T04:52:24Z,2020-09-03T04:52:24Z,-14.7426,-14.7426,89.6076,89.6076,0.56,2003.52
1902191,AO,data/indian/2020/09/nodc_R1902191_086.nc,2020-09-02T18:30:48Z,2020-09-02T18:30:48Z,-18.7700,-18.7700,50.7920,50.7920,2.80,2009.40
1902194,AO,data/indian/2020/09/nodc_R1902194_084.nc,2020-09-02T19:08:54Z,2020-09-02T19:08:54Z,4.5700,4.5700,64.6350,64.6350,4.20,2001.10
1902212,AO,data/indian/2020/09/nodc_R1902212_171.nc,2020-09-03T10:24:40Z,2020-09-03T10:24:40Z,-43.3064,-43.3064,21.7073,21.7073,0.48,2013.60
1902259,AO,data/indian/2020/09/nodc_R1902259_002.nc,2020-09-01T11:28:59Z,2020-09-01T11:28:59Z,-41.4316,-41.4316,82.4254,82.4254,0.44,1449.64
1902259,AO,data/indian/2020/09/nodc_R1902259_003.nc,2020-09-02T11:50:40Z,2020-09-02T11:50:40Z,-41.4678,-41.4678,82.4412,82.4412,0.68,1511.04
1902259,AO,data/indian/2020/09/nodc_R1902259_004.nc,2020-09-03T11:49:27Z,2020-09-03T11:49:27Z,-41.5073,-41.5073,82.4578,82.4578,0.72,1523.64
1902260,AO,data/indian/2020/09/nodc_R1902260_000.nc,2020-09-01T05:33:37Z,2020-09-01T05:33:37Z,-45.0034,-45.0034,81.9977,81.9977,0.20,145.48
1902260,AO,data/indian/2020/09/nodc_R1902260_001.nc,2020-09-01T16:03:15Z,2020-09-01T16:03:15Z,-45.0331,-45.0331,82.0065,82.0065,0.80,1008.16
1902260,AO,data/indian/2020/09/nodc_R1902260_002.nc,2020-09-02T15:42:47Z,2020-09-02T15:42:47Z,-45.1115,-45.1115,82.0599,82.0599,0.32,1508.52
1902260,AO,data/indian/2020/09/nodc_R1902260_003.nc,2020-09-03T15:37:00Z,2020-09-03T15:37:00Z,-45.1881,-45.1881,82.1455,82.1455,0.60,1525.52
1902261,AO,data/indian/2020/09/nodc_R1902261_000.nc,2020-09-01T20:34:07Z,2020-09-01T20:34:07Z,-45.0148,-45.0148,84.9917,84.9917,0.48,114.04
1902261,AO,data/indian/2020/09/nodc_R1902261_001.nc,2020-09-02T07:06:38Z,2020-09-02T07:06:38Z,-45.0426,-45.0426,84.9521,84.9521,0.48,1011.72
1902261,AO,data/indian/2020/09/nodc_R1902261_002.nc,2020-09-03T07:04:46Z,2020-09-03T07:04:46Z,-45.0802,-45.0802,84.8539,84.8539,0.52,1513.40
3901223,AO,data/indian/2020/09/nodc_R3901223_187.nc,2020-09-02T18:20:54Z,2020-09-02T18:20:54Z,-47.9847,-47.9847,62.4081,62.4081,1.12,2005.92
3901224,AO,data/indian/2020/09/nodc_R3901224_187.nc,2020-09-03T17:53:19Z,2020-09-03T17:53:19Z,-55.2201,-55.2201,28.9867,28.9867,1.20,2003.88
3901229,AO,data/indian/2020/09/nodc_R3901229_187.nc,2020-09-02T18:00:33Z,2020-09-02T18:00:33Z,-43.8179,-43.8179,26.4933,26.4933,0.96,995.28
5902343,AO,data/indian/2020/09/nodc_R5902343_227.nc,2020-09-01T04:42:22Z,2020-09-01T04:42:22Z,-39.8028,-39.8028,119.4333,119.4333,0.72,1226.08
5902343,AO,data/indian/2020/09/nodc_R5902343_228.nc,2020-09-02T08:22:46Z,2020-09-02T08:22:46Z,-39.7587,-39.7587,119.4909,119.4909,0.88,1983.36
5902352,AO,data/indian/2020/09/nodc_R5902352_235.nc,2020-09-02T10:47:07Z,2020-09-02T10:47:07Z,-36.0154,-36.0154,100.0339,100.0339,0.60,1203.28
5902367,AO,data/indian/2020/09/nodc_R5902367_223.nc,2020-09-02T06:03:54Z,2020-09-02T06:03:54Z,-24.3437,-24.3437,100.4447,100.4447,0.72,1104.24
5902367,AO,data/indian/2020/09/nodc_R5902367_224.nc,2020-09-03T10:27:34Z,2020-09-03T10:27:34Z,-24.3739,-24.3739,100.3597,100.3597,0.76,1975.80
5902368,AO,data/indian/2020/09/nodc_R5902368_223.nc,2020-09-02T06:53:16Z,2020-09-02T06:53:16Z,-38.8958,-38.8958,112.8903,112.8903,0.84,1197.40
5902368,AO,data/indian/2020/09/nodc_R5902368_224.nc,2020-09-03T11:08:36Z,2020-09-03T11:08:36Z,-38.8683,-38.8683,112.9803,112.9803,0.80,1871.32
5902377,AO,data/indian/2020/09/nodc_R5902377_222.nc,2020-09-02T19:01:06Z,2020-09-02T19:01:06Z,-35.9264,-35.9264,131.7385,131.7385,0.72,1188.36
5902490,AO,data/indian/2020/09/nodc_R5902490_143.nc,2020-09-03T06:09:56Z,2020-09-03T06:09:56Z,-16.3944,-16.3944,100.0510,100.0510,0.12,1996.28
5902500,AO,data/indian/2020/09/nodc_R5902500_140.nc,2020-09-02T13:05:57Z,2020-09-02T13:05:57Z,-47.6540,-47.6540,120.5159,120.5159,0.84,2005.12
5904423,AO,data/indian/2020/09/nodc_R5904423_209.nc,2020-09-03T06:58:12Z,2020-09-03T06:58:12Z,-30.0740,-30.0740,42.9020,42.9020,-0.10,1996.90
5904431,AO,data/indian/2020/09/nodc_R5904431_209.nc,2020-09-02T01:41:00Z,2020-09-02T01:41:00Z,-27.0990,-27.0990,33.7810,33.7810,-0.10,1150.10
5904569,AO,data/indian/2020/09/nodc_R5904569_197.nc,2020-09-02T15:41:01Z,2020-09-02T15:41:01Z,-17.7040,-17.7040,99.5380,99.5380,4.40,2007.80
5904791,AO,data/indian/2020/09/nodc_R5904791_143.nc,2020-09-02T14:30:32Z,2020-09-02T14:30:32Z,-35.6350,-35.6350,122.2030,122.2030,2.80,1997.70
5904809,AO,data/indian/2020/09/nodc_R5904809_138.nc,2020-09-03T14:15:12Z,2020-09-03T14:15:12Z,-44.0630,-44.0630,132.6470,132.6470,4.70,1947.80
